id,profesor_id,curso_id,fecha_asignacion
10656,PROF527,CUR7699,2022-10-15
10657,PROF464,CUR3835,2020-07-13
10658,PROF264,CUR7258,2021-08-17
10659,PROF562,CUR8154,2021-05-18
10660,PROF617,CUR2416,2021-09-11
10661,PROF241,CUR4960,2020-11-01
10662,PROF980,CUR9252,2021-12-15
10663,PROF647,CUR7530,2023-03-06
10664,PROF786,CUR8711,2022-07-29
10665,PROF374,CUR2834,2020-02-04
10666,PROF276,CUR3970,2023-06-03
10667,PROF811,CUR1132,2021-04-10
10668,PROF228,CUR1202,2020-07-03
10669,PROF405,CUR4200,2021-11-01
10670,PROF659,CUR4737,2022-10-13
10671,PROF847,CUR3351,2023-10-10
10672,PROF207,CUR7981,2022-07-08
10673,PROF400,CUR5817,2020-05-03
10674,PROF353,CUR7989,2023-08-21
10675,PROF252,CUR8352,2023-10-12
10676,PROF388,CUR3072,2021-05-19
10677,PROF164,CUR5160,2022-10-17
10678,PROF784,CUR4696,2021-02-28
10679,PROF458,CUR5773,2020-04-07
10680,PROF673,CUR7712,2023-09-30
10681,PROF915,CUR5851,2022-09-22
10682,PROF657,CUR1731,2021-05-26
10683,PROF249,CUR7584,2023-10-09
10684,PROF644,CUR5655,2023-05-20
10685,PROF944,CUR4701,2023-10-16
10686,PROF878,CUR3413,2022-01-28
10687,PROF635,CUR5908,2020-11-14
10688,PROF902,CUR9415,2023-04-01
10689,PROF637,CUR3836,2023-01-11
10690,PROF522,CUR1583,2022-06-15
10691,PROF735,CUR8440,2023-11-29
10692,PROF136,CUR2253,2023-11-30
10693,PROF609,CUR5064,2022-10-02
10694,PROF451,CUR5062,2022-10-18
10695,PROF507,CUR6427,2020-10-24
10696,PROF891,CUR1799,2020-09-29
10697,PROF686,CUR7660,2020-01-24
10698,PROF814,CUR9538,2023-08-27
10699,PROF246,CUR2726,2023-05-09
10700,PROF440,CUR7055,2021-06-02
10701,PROF360,CUR2148,2023-01-06
10702,PROF592,CUR5966,2020-05-16
10703,PROF179,CUR1477,2020-12-26
10704,PROF182,CUR4307,2020-08-24
10705,PROF970,CUR4466,2023-10-31
10706,PROF395,CUR6553,2021-05-30
10707,PROF361,CUR1607,2021-06-10
10708,PROF904,CUR2402,2022-11-15
10709,PROF302,CUR2250,2021-07-06
10710,PROF300,CUR8218,2021-12-30
10711,PROF124,CUR5250,2022-02-25
10712,PROF689,CUR8477,2021-02-02
10713,PROF663,CUR3527,2021-02-09
10714,PROF729,CUR5755,2020-06-11
10715,PROF415,CUR8057,2021-09-24
10716,PROF172,CUR8339,2021-12-15
10717,PROF646,CUR9918,2022-12-31
10718,PROF524,CUR1254,2022-05-19
10719,PROF242,CUR9591,2021-10-29
10720,PROF436,CUR3549,2021-01-26
10721,PROF857,CUR8055,2020-08-17
10722,PROF479,CUR1030,2020-04-15
10723,PROF920,CUR8180,2022-06-11
10724,PROF722,CUR2450,2022-09-17
10725,PROF326,CUR1405,2023-12-15
10726,PROF553,CUR8810,2023-01-17
10727,PROF520,CUR9240,2023-11-11
10728,PROF437,CUR3332,2023-03-11
10729,PROF234,CUR2156,2022-10-14
10730,PROF736,CUR6718,2021-04-11
10731,PROF458,CUR9640,2020-04-28
10732,PROF191,CUR2347,2022-02-07
10733,PROF230,CUR8480,2021-03-08
10734,PROF728,CUR4767,2020-08-01
10735,PROF747,CUR6234,2020-05-16
10736,PROF931,CUR9387,2021-11-15
10737,PROF253,CUR9046,2023-10-06
10738,PROF893,CUR6387,2022-04-28
10739,PROF627,CUR3333,2023-12-30
10740,PROF768,CUR5699,2021-03-01
10741,PROF747,CUR7350,2023-03-31
10742,PROF234,CUR1571,2022-10-14
10743,PROF479,CUR2384,2020-04-25
10744,PROF921,CUR7743,2023-08-10
10745,PROF360,CUR6845,2023-04-26
10746,PROF267,CUR3267,2022-02-04
10747,PROF927,CUR8376,2022-03-05
10748,PROF489,CUR1135,2023-04-17
10749,PROF564,CUR2854,2023-11-09
10750,PROF825,CUR1525,2020-08-21
10751,PROF394,CUR6101,2021-02-12
10752,PROF849,CUR2741,2022-02-11
10753,PROF692,CUR8498,2023-12-03
10754,PROF740,CUR5116,2020-09-10
10755,PROF687,CUR9720,2023-02-23
10756,PROF203,CUR2173,2020-10-09
10757,PROF589,CUR3497,2020-07-21
10758,PROF957,CUR9016,2023-09-05
10759,PROF341,CUR3435,2021-09-29
10760,PROF455,CUR9955,2021-08-25
10761,PROF769,CUR4451,2023-10-01
10762,PROF404,CUR4309,2021-06-15
10763,PROF789,CUR1303,2020-07-12
10764,PROF564,CUR3519,2022-01-21
10765,PROF725,CUR9318,2022-12-09
10766,PROF374,CUR3060,2021-06-19
10767,PROF300,CUR6599,2022-03-17
10768,PROF685,CUR9564,2021-05-28
10769,PROF517,CUR6608,2020-06-20
10770,PROF734,CUR6309,2021-01-23
10771,PROF472,CUR2604,2023-04-26
10772,PROF123,CUR4311,2023-04-18
10773,PROF985,CUR8688,2022-11-27
10774,PROF696,CUR9440,2022-06-06
10775,PROF233,CUR1888,2021-09-23
10776,PROF264,CUR8876,2023-12-21
10777,PROF298,CUR1504,2020-02-25
10778,PROF650,CUR1945,2023-07-04
10779,PROF364,CUR4011,2022-05-23
10780,PROF406,CUR9196,2021-12-03
10781,PROF240,CUR5215,2023-08-02
10782,PROF783,CUR1214,2023-09-14
10783,PROF843,CUR6889,2023-10-11
10784,PROF946,CUR2646,2021-03-27
10785,PROF906,CUR5615,2020-12-16
10786,PROF734,CUR7261,2021-01-15
10787,PROF927,CUR9878,2022-01-10
10788,PROF385,CUR4808,2022-10-20
10789,PROF563,CUR1764,2022-03-21
10790,PROF586,CUR9739,2022-10-17
10791,PROF512,CUR7762,2020-09-05
10792,PROF936,CUR8686,2023-11-24
10793,PROF971,CUR9205,2020-02-09
10794,PROF875,CUR5531,2021-03-07
10795,PROF680,CUR3007,2023-12-13
10796,PROF783,CUR1251,2022-06-26
10797,PROF300,CUR9024,2022-03-23
10798,PROF123,CUR1004,2021-12-20
10799,PROF655,CUR9053,2021-09-07
10800,PROF943,CUR1966,2023-03-11
10801,PROF455,CUR4084,2021-05-29
10802,PROF194,CUR6266,2021-07-25
10803,PROF232,CUR4907,2020-08-14
10804,PROF122,CUR9693,2023-05-19
10805,PROF369,CUR3043,2022-06-08
10806,PROF949,CUR8572,2020-08-17
10807,PROF408,CUR4776,2020-03-20
10808,PROF122,CUR8489,2023-09-11
10809,PROF106,CUR3095,2020-09-19
10810,PROF383,CUR1622,2023-05-08
10811,PROF514,CUR8826,2021-02-14
10812,PROF103,CUR9193,2022-12-07
10813,PROF567,CUR6414,2020-08-07
10814,PROF219,CUR9976,2022-10-23
10815,PROF158,CUR8481,2020-02-05
10816,PROF451,CUR6916,2023-02-25
10817,PROF632,CUR2991,2021-07-31
10818,PROF705,CUR3894,2020-06-16
10819,PROF953,CUR2188,2022-04-07
10820,PROF388,CUR6638,2020-05-07
10821,PROF750,CUR2539,2021-08-03
10822,PROF928,CUR4745,2020-03-27
10823,PROF283,CUR9304,2022-06-13
10824,PROF840,CUR8061,2021-11-21
10825,PROF517,CUR3170,2020-11-17
10826,PROF846,CUR9210,2023-06-02
10827,PROF544,CUR7785,2020-05-29
10828,PROF231,CUR7238,2020-10-14
10829,PROF776,CUR2245,2020-04-05
10830,PROF732,CUR6903,2023-03-05
10831,PROF854,CUR5714,2023-01-28
10832,PROF815,CUR7236,2022-08-25
10833,PROF204,CUR4392,2020-02-09
10834,PROF747,CUR1808,2023-03-22
10835,PROF316,CUR8375,2022-12-20
10836,PROF407,CUR5827,2020-11-15
10837,PROF349,CUR1547,2021-02-23
10838,PROF822,CUR1410,2022-04-16
10839,PROF635,CUR9970,2021-10-01
10840,PROF125,CUR3210,2020-06-27
10841,PROF941,CUR1895,2020-01-11
10842,PROF967,CUR8298,2020-05-05
10843,PROF439,CUR4902,2021-08-17
10844,PROF432,CUR1688,2023-11-08
10845,PROF545,CUR8349,2021-03-10
10846,PROF217,CUR7504,2022-04-17
10847,PROF598,CUR8083,2022-03-08
10848,PROF151,CUR5731,2023-05-23
10849,PROF548,CUR4516,2021-03-29
10850,PROF704,CUR4518,2023-04-16
10851,PROF355,CUR9055,2020-09-23
10852,PROF888,CUR2195,2022-03-18
10853,PROF648,CUR8853,2023-07-07
10854,PROF235,CUR3651,2021-09-15
10855,PROF243,CUR7296,2023-09-14
10856,PROF128,CUR1581,2021-09-06
10857,PROF533,CUR3364,2022-08-02
10858,PROF739,CUR4809,2020-03-31
10859,PROF584,CUR5613,2020-11-11
10860,PROF307,CUR3521,2022-07-02
10861,PROF501,CUR9711,2022-05-27
10862,PROF955,CUR9905,2021-12-14
10863,PROF273,CUR6579,2022-08-03
10864,PROF980,CUR1963,2021-10-02
10865,PROF463,CUR4982,2023-07-17
10866,PROF187,CUR5522,2022-07-31
10867,PROF902,CUR4688,2023-04-21
10868,PROF209,CUR9434,2023-06-23
10869,PROF930,CUR8768,2021-11-22
10870,PROF516,CUR3367,2020-03-06
10871,PROF822,CUR6183,2020-04-05
10872,PROF261,CUR2906,2020-11-05
10873,PROF994,CUR2203,2022-04-21
10874,PROF664,CUR9199,2021-10-06
10875,PROF956,CUR2500,2022-12-01
10876,PROF929,CUR4464,2023-09-02
10877,PROF381,CUR1307,2020-06-27
10878,PROF957,CUR1403,2020-05-08
10879,PROF648,CUR6740,2021-12-24
10880,PROF841,CUR5791,2022-11-05
10881,PROF746,CUR3592,2021-04-02
10882,PROF624,CUR1094,2021-04-19
10883,PROF797,CUR2536,2020-05-20
10884,PROF985,CUR5329,2021-11-25
10885,PROF879,CUR8920,2020-01-26
10886,PROF214,CUR2607,2020-07-28
10887,PROF520,CUR6597,2020-07-16
10888,PROF584,CUR7313,2021-05-26
10889,PROF456,CUR5971,2020-10-04
10890,PROF376,CUR4365,2022-03-15
10891,PROF655,CUR8968,2023-01-06
10892,PROF923,CUR4877,2023-03-10
10893,PROF730,CUR6912,2023-06-08
10894,PROF851,CUR9618,2023-09-30
10895,PROF958,CUR4770,2023-03-09
10896,PROF874,CUR7819,2023-06-15
10897,PROF956,CUR1058,2021-02-03
10898,PROF868,CUR2643,2020-08-06
10899,PROF522,CUR5550,2023-05-04
10900,PROF134,CUR5535,2021-04-09
10901,PROF935,CUR3934,2020-07-28
10902,PROF895,CUR1319,2020-04-28
10903,PROF928,CUR9443,2023-11-04
10904,PROF144,CUR2093,2021-09-30
10905,PROF232,CUR3197,2022-11-27
10906,PROF300,CUR1603,2020-03-13
10907,PROF995,CUR2561,2020-02-18
10908,PROF486,CUR3564,2021-01-17
10909,PROF235,CUR2829,2020-04-04
10910,PROF420,CUR2335,2021-11-07
10911,PROF396,CUR9163,2021-01-25
10912,PROF342,CUR6182,2022-05-29
10913,PROF337,CUR5796,2022-10-13
10914,PROF601,CUR9894,2023-03-28
10915,PROF222,CUR8886,2021-07-25
10916,PROF482,CUR6853,2023-11-08
10917,PROF588,CUR5897,2021-07-18
10918,PROF357,CUR2320,2020-06-13
10919,PROF241,CUR8248,2020-08-16
10920,PROF186,CUR1440,2023-02-07
10921,PROF963,CUR1589,2023-05-20
10922,PROF712,CUR4851,2020-05-02
10923,PROF451,CUR5587,2023-01-18
10924,PROF813,CUR7064,2022-08-07
10925,PROF769,CUR4116,2020-06-24
10926,PROF986,CUR2133,2020-04-22
10927,PROF520,CUR4863,2023-12-12
10928,PROF950,CUR7260,2023-11-14
10929,PROF416,CUR4398,2023-01-11
10930,PROF307,CUR5135,2022-08-25
10931,PROF101,CUR7868,2022-11-16
10932,PROF390,CUR3872,2022-08-11
10933,PROF165,CUR1843,2023-01-14
10934,PROF263,CUR8002,2020-02-06
10935,PROF464,CUR3638,2020-03-26
10936,PROF291,CUR7426,2020-12-20
10937,PROF921,CUR1705,2022-06-08
10938,PROF927,CUR6807,2021-05-13
10939,PROF354,CUR3572,2021-04-28
10940,PROF875,CUR7403,2020-03-17
10941,PROF140,CUR9975,2023-03-28
10942,PROF525,CUR4292,2023-04-20
10943,PROF419,CUR5581,2020-03-21
10944,PROF267,CUR1092,2022-09-27
10945,PROF503,CUR9354,2020-01-26
10946,PROF715,CUR8566,2020-01-25
10947,PROF160,CUR6480,2022-05-29
10948,PROF776,CUR5995,2021-09-02
10949,PROF782,CUR4526,2023-10-24
10950,PROF413,CUR5369,2020-11-13
10951,PROF315,CUR6115,2023-10-25
10952,PROF919,CUR1006,2022-08-12
10953,PROF201,CUR9315,2023-11-02
10954,PROF829,CUR4024,2020-06-03
10955,PROF816,CUR9113,2021-01-20
10956,PROF750,CUR4306,2021-09-04
10957,PROF584,CUR5334,2021-04-25
10958,PROF900,CUR5853,2020-05-14
10959,PROF284,CUR2659,2020-02-13
10960,PROF450,CUR9000,2023-03-08
10961,PROF747,CUR2912,2020-09-15
10962,PROF162,CUR1869,2023-02-26
10963,PROF311,CUR1872,2022-01-02
10964,PROF817,CUR1974,2021-09-04
10965,PROF110,CUR7379,2022-09-16
10966,PROF355,CUR5021,2020-02-14
10967,PROF579,CUR3886,2020-05-12
10968,PROF777,CUR8270,2023-11-26
10969,PROF660,CUR9971,2020-04-20
10970,PROF998,CUR2753,2023-03-22
10971,PROF609,CUR8390,2021-01-14
10972,PROF225,CUR6970,2023-07-13
10973,PROF733,CUR6940,2021-07-28
10974,PROF420,CUR7198,2023-09-10
10975,PROF794,CUR5540,2023-07-04
10976,PROF314,CUR1285,2023-01-31
10977,PROF685,CUR5388,2022-04-26
10978,PROF129,CUR2047,2022-10-07
10979,PROF998,CUR6599,2021-08-09
10980,PROF730,CUR4296,2021-08-06
10981,PROF254,CUR6417,2020-06-18
10982,PROF359,CUR8687,2020-08-08
10983,PROF543,CUR9383,2021-02-24
10984,PROF365,CUR2295,2021-03-25
10985,PROF886,CUR5481,2021-07-24
10986,PROF462,CUR7246,2023-04-14
10987,PROF170,CUR8656,2020-01-14
10988,PROF497,CUR6742,2020-07-03
10989,PROF597,CUR6355,2022-10-01
10990,PROF363,CUR4798,2020-07-20
10991,PROF705,CUR3386,2021-11-15
10992,PROF282,CUR7819,2023-10-22
10993,PROF757,CUR3558,2023-05-22
10994,PROF707,CUR8662,2023-08-01
10995,PROF647,CUR6353,2022-10-21
10996,PROF987,CUR3707,2021-08-10
10997,PROF261,CUR2452,2021-06-26
10998,PROF906,CUR3388,2020-05-21
10999,PROF447,CUR8500,2021-12-09
11000,PROF895,CUR4601,2020-09-12
11001,PROF306,CUR2016,2021-11-09
11002,PROF321,CUR7494,2023-02-23
11003,PROF895,CUR9727,2022-02-04
11004,PROF220,CUR1683,2021-02-04
11005,PROF599,CUR7722,2022-05-31
11006,PROF770,CUR3151,2020-05-08
11007,PROF886,CUR8986,2021-08-12
11008,PROF290,CUR6362,2021-01-28
11009,PROF415,CUR7682,2023-08-20
11010,PROF559,CUR7983,2021-04-05
11011,PROF386,CUR9579,2023-01-08
11012,PROF608,CUR5497,2022-10-09
11013,PROF860,CUR1468,2023-08-02
11014,PROF466,CUR9349,2021-11-21
11015,PROF515,CUR4259,2020-09-05
11016,PROF843,CUR7821,2020-07-18
11017,PROF170,CUR4932,2020-03-28
11018,PROF137,CUR2050,2020-08-14
11019,PROF333,CUR8206,2022-04-06
11020,PROF953,CUR5219,2020-09-24
11021,PROF485,CUR1909,2021-09-01
11022,PROF967,CUR4670,2021-09-21
11023,PROF360,CUR5276,2021-10-30
11024,PROF692,CUR5023,2020-02-08
11025,PROF618,CUR6839,2023-04-17
11026,PROF154,CUR7977,2020-01-23
11027,PROF254,CUR8045,2020-07-20
11028,PROF863,CUR4877,2023-07-21
11029,PROF514,CUR4209,2020-09-05
11030,PROF341,CUR9741,2022-11-18
11031,PROF154,CUR9418,2023-08-07
11032,PROF339,CUR2570,2020-03-28
11033,PROF728,CUR5404,2021-07-14
11034,PROF477,CUR3466,2022-10-17
11035,PROF998,CUR7164,2020-10-20
11036,PROF207,CUR1452,2022-03-30
11037,PROF679,CUR3280,2020-11-19
11038,PROF231,CUR6927,2020-09-01
11039,PROF963,CUR6557,2021-02-15
11040,PROF396,CUR5788,2022-05-26
11041,PROF862,CUR3322,2021-06-03
11042,PROF209,CUR3883,2020-09-18
11043,PROF680,CUR3447,2021-10-31
11044,PROF378,CUR7054,2021-07-27
11045,PROF950,CUR5734,2022-11-19
11046,PROF942,CUR2069,2021-06-15
11047,PROF414,CUR5473,2022-01-07
11048,PROF866,CUR8135,2023-11-26
11049,PROF290,CUR1410,2022-09-03
11050,PROF713,CUR9479,2020-09-02
11051,PROF363,CUR5507,2022-08-25
11052,PROF814,CUR7367,2020-10-21
11053,PROF839,CUR4318,2021-02-18
11054,PROF936,CUR2281,2023-01-15
11055,PROF380,CUR4036,2022-03-21
11056,PROF480,CUR9624,2020-03-31
11057,PROF347,CUR9294,2022-10-17
11058,PROF395,CUR3927,2020-09-27
11059,PROF760,CUR5634,2021-04-23
11060,PROF255,CUR1742,2021-05-29
11061,PROF499,CUR6320,2023-03-16
11062,PROF922,CUR2824,2021-06-21
11063,PROF776,CUR1469,2022-09-21
11064,PROF796,CUR7586,2021-08-27
11065,PROF970,CUR2642,2023-12-28
11066,PROF224,CUR2432,2020-09-24
11067,PROF953,CUR9146,2023-02-25
11068,PROF172,CUR5048,2022-12-27
11069,PROF278,CUR6421,2021-02-10
11070,PROF430,CUR4778,2022-05-26
11071,PROF949,CUR8179,2021-07-09
11072,PROF168,CUR8960,2020-07-03
11073,PROF646,CUR3502,2022-12-20
11074,PROF726,CUR2496,2023-06-03
11075,PROF199,CUR4724,2020-06-21
11076,PROF714,CUR4368,2021-10-02
11077,PROF642,CUR6535,2021-01-09
11078,PROF772,CUR2086,2022-01-06
11079,PROF697,CUR4092,2022-01-29
11080,PROF577,CUR7926,2020-10-30
11081,PROF746,CUR6873,2023-10-20
11082,PROF619,CUR6977,2022-08-06
11083,PROF133,CUR5022,2021-12-10
11084,PROF395,CUR2954,2023-06-09
11085,PROF672,CUR2421,2022-10-24
11086,PROF141,CUR9557,2022-09-07
11087,PROF620,CUR7992,2023-05-17
11088,PROF587,CUR1410,2020-04-28
11089,PROF886,CUR6948,2023-08-29
11090,PROF935,CUR2846,2022-09-17
11091,PROF974,CUR5094,2023-12-24
11092,PROF435,CUR7389,2020-04-02
11093,PROF904,CUR6194,2023-08-30
11094,PROF202,CUR4645,2020-06-06
11095,PROF653,CUR2581,2021-02-06
11096,PROF582,CUR2464,2023-05-29
11097,PROF803,CUR4060,2020-03-27
11098,PROF877,CUR8121,2023-11-08
11099,PROF427,CUR5196,2021-04-18
11100,PROF996,CUR3579,2020-04-28
11101,PROF104,CUR3203,2023-06-18
11102,PROF823,CUR1487,2021-05-20
11103,PROF356,CUR7267,2020-09-05
11104,PROF269,CUR5351,2023-05-16
11105,PROF467,CUR1644,2021-03-19
11106,PROF430,CUR9511,2020-04-16
11107,PROF487,CUR8387,2022-09-29
11108,PROF476,CUR5998,2023-07-11
11109,PROF489,CUR6503,2020-04-26
11110,PROF920,CUR3954,2020-09-07
11111,PROF685,CUR7924,2023-01-11
11112,PROF216,CUR9889,2023-12-14
11113,PROF250,CUR4282,2021-05-21
11114,PROF125,CUR3059,2020-06-17
11115,PROF437,CUR7778,2021-07-15
11116,PROF785,CUR3951,2020-07-05
11117,PROF929,CUR7552,2021-02-09
11118,PROF831,CUR7672,2021-04-13
11119,PROF438,CUR7850,2022-09-23
11120,PROF424,CUR2145,2021-02-22
11121,PROF324,CUR6653,2020-12-30
11122,PROF475,CUR2450,2023-02-23
11123,PROF973,CUR4521,2020-12-11
11124,PROF446,CUR6474,2020-10-21
11125,PROF266,CUR6464,2023-03-10
11126,PROF203,CUR1854,2022-06-19
11127,PROF840,CUR8727,2023-10-04
11128,PROF773,CUR8400,2022-09-08
11129,PROF542,CUR1486,2023-07-31
11130,PROF542,CUR1801,2020-11-09
11131,PROF505,CUR2162,2020-12-13
11132,PROF755,CUR1765,2022-11-20
11133,PROF512,CUR1633,2021-08-14
11134,PROF133,CUR4566,2022-03-12
11135,PROF900,CUR7793,2023-09-30
11136,PROF210,CUR8031,2021-02-24
11137,PROF546,CUR1056,2022-03-09
11138,PROF967,CUR4223,2022-03-30
11139,PROF891,CUR7176,2023-10-04
11140,PROF701,CUR5163,2020-07-30
11141,PROF158,CUR3910,2023-08-20
11142,PROF243,CUR4896,2022-05-04
11143,PROF642,CUR5553,2022-01-21
11144,PROF581,CUR5134,2022-12-04
11145,PROF140,CUR2460,2023-05-15
11146,PROF190,CUR5818,2021-04-28
11147,PROF288,CUR3145,2021-09-26
11148,PROF915,CUR7339,2021-06-05
11149,PROF518,CUR4765,2023-04-07
11150,PROF127,CUR5275,2020-11-14
11151,PROF473,CUR2288,2022-10-19
11152,PROF892,CUR7111,2021-04-10
11153,PROF341,CUR4034,2023-05-25
11154,PROF935,CUR1273,2023-03-13
11155,PROF814,CUR7955,2023-02-17
11156,PROF267,CUR6779,2020-11-07
11157,PROF306,CUR1795,2022-10-19
11158,PROF641,CUR6807,2023-09-28
11159,PROF322,CUR8360,2022-06-09
11160,PROF310,CUR3519,2020-01-05
11161,PROF907,CUR3968,2022-11-23
11162,PROF807,CUR1933,2023-03-11
11163,PROF868,CUR1845,2021-05-18
11164,PROF233,CUR9751,2021-12-21
11165,PROF168,CUR4556,2022-10-20
11166,PROF858,CUR5228,2022-12-09
11167,PROF886,CUR6641,2023-04-25
11168,PROF832,CUR9221,2023-08-29
11169,PROF946,CUR6946,2020-05-28
11170,PROF726,CUR8569,2023-12-30
11171,PROF694,CUR7379,2020-04-20
11172,PROF168,CUR8605,2023-04-20
11173,PROF439,CUR6196,2020-03-21
11174,PROF908,CUR8038,2022-01-20
11175,PROF788,CUR1195,2020-06-29
11176,PROF504,CUR5332,2023-11-28
11177,PROF491,CUR1700,2020-11-05
11178,PROF387,CUR7598,2022-02-23
11179,PROF659,CUR2755,2020-07-09
11180,PROF726,CUR4682,2023-04-24
11181,PROF217,CUR9144,2020-04-01
11182,PROF394,CUR2684,2023-11-18
11183,PROF320,CUR3599,2020-01-19
11184,PROF446,CUR9753,2023-12-24
11185,PROF402,CUR7228,2020-05-13
11186,PROF581,CUR3351,2023-10-26
11187,PROF472,CUR8970,2023-09-01
11188,PROF140,CUR2868,2023-06-18
11189,PROF326,CUR2520,2020-06-22
11190,PROF157,CUR8600,2021-08-30
11191,PROF380,CUR6647,2020-11-29
11192,PROF218,CUR7486,2020-11-05
11193,PROF549,CUR6825,2022-12-10
11194,PROF113,CUR5337,2020-08-14
11195,PROF937,CUR8259,2021-11-16
11196,PROF203,CUR3144,2021-01-12
11197,PROF118,CUR1471,2020-04-07
11198,PROF866,CUR3185,2022-09-18
11199,PROF220,CUR1241,2023-03-17
11200,PROF812,CUR2121,2020-09-14
11201,PROF511,CUR6244,2023-12-03
11202,PROF949,CUR2464,2021-06-08
11203,PROF841,CUR1386,2021-11-03
11204,PROF309,CUR5568,2020-06-04
11205,PROF790,CUR3966,2023-04-13
11206,PROF187,CUR3183,2022-07-11
11207,PROF715,CUR9068,2022-10-15
11208,PROF590,CUR4507,2021-01-25
11209,PROF800,CUR2198,2022-09-25
11210,PROF537,CUR1661,2023-08-20
11211,PROF814,CUR3861,2022-09-05
11212,PROF163,CUR6444,2021-03-25
11213,PROF822,CUR8883,2020-08-11
11214,PROF912,CUR8845,2023-03-12
11215,PROF692,CUR8019,2021-10-29
11216,PROF533,CUR5067,2023-03-10
11217,PROF243,CUR8945,2020-07-29
11218,PROF141,CUR9084,2023-05-13
11219,PROF780,CUR1662,2020-10-18
11220,PROF681,CUR4826,2023-02-07
11221,PROF155,CUR4120,2021-01-06
11222,PROF702,CUR2280,2022-12-05
11223,PROF832,CUR5986,2022-05-11
11224,PROF552,CUR5296,2022-12-29
11225,PROF162,CUR1606,2023-10-31
11226,PROF679,CUR7837,2021-05-01
11227,PROF324,CUR7671,2021-09-09
11228,PROF247,CUR7007,2022-09-24
11229,PROF991,CUR1664,2022-12-16
11230,PROF172,CUR4586,2023-10-22
11231,PROF689,CUR8684,2023-01-28
11232,PROF519,CUR2128,2021-10-03
11233,PROF449,CUR5010,2020-01-27
11234,PROF854,CUR9811,2023-07-13
11235,PROF411,CUR6543,2022-02-04
11236,PROF634,CUR7597,2023-12-01
11237,PROF259,CUR1207,2021-10-17
11238,PROF705,CUR3465,2022-06-18
11239,PROF181,CUR7960,2022-12-14
11240,PROF928,CUR7493,2022-05-02
11241,PROF522,CUR7657,2023-12-30
11242,PROF713,CUR2416,2022-04-24
11243,PROF629,CUR9322,2023-12-15
11244,PROF476,CUR5420,2021-02-02
11245,PROF663,CUR9989,2022-02-25
11246,PROF404,CUR7167,2022-01-12
11247,PROF889,CUR8418,2020-04-17
11248,PROF297,CUR3853,2021-08-30
11249,PROF633,CUR5934,2023-12-24
11250,PROF796,CUR1158,2022-04-30
11251,PROF202,CUR2727,2023-05-14
11252,PROF671,CUR3731,2021-01-05
11253,PROF941,CUR6906,2020-08-01
11254,PROF787,CUR6426,2020-02-19
11255,PROF333,CUR6040,2022-09-11
11256,PROF474,CUR8173,2022-09-13
11257,PROF511,CUR5621,2022-11-20
11258,PROF985,CUR1825,2023-04-14
11259,PROF223,CUR7718,2020-02-12
11260,PROF907,CUR6336,2020-02-19
11261,PROF490,CUR9040,2022-10-12
11262,PROF235,CUR8926,2020-02-24
11263,PROF942,CUR3417,2020-01-05
11264,PROF685,CUR9570,2023-05-13
11265,PROF865,CUR1598,2022-08-03
11266,PROF871,CUR4757,2022-08-01
11267,PROF525,CUR2292,2023-04-01
11268,PROF381,CUR6449,2022-12-25
11269,PROF895,CUR7340,2022-11-04
11270,PROF672,CUR1231,2021-05-16
11271,PROF319,CUR7637,2022-07-23
11272,PROF559,CUR8639,2021-05-03
11273,PROF873,CUR2220,2021-12-21
11274,PROF345,CUR8078,2023-09-20
11275,PROF572,CUR6440,2020-03-22
11276,PROF403,CUR3441,2022-01-17
11277,PROF913,CUR2814,2022-10-05
11278,PROF365,CUR8782,2023-03-10
11279,PROF180,CUR2653,2022-12-01
11280,PROF849,CUR3480,2021-12-23
11281,PROF427,CUR9483,2023-06-18
11282,PROF747,CUR9601,2020-09-04
11283,PROF240,CUR3038,2023-03-20
11284,PROF807,CUR8245,2023-04-30
11285,PROF728,CUR7527,2023-01-26
11286,PROF130,CUR3167,2022-05-21
11287,PROF492,CUR2446,2023-12-10
11288,PROF265,CUR6168,2023-10-04
11289,PROF171,CUR9541,2022-03-10
11290,PROF903,CUR5330,2021-11-14
11291,PROF432,CUR3174,2020-12-03
11292,PROF299,CUR9012,2020-02-23
11293,PROF313,CUR3023,2020-08-15
11294,PROF992,CUR5139,2020-04-08
11295,PROF430,CUR2973,2023-10-12
11296,PROF380,CUR1449,2021-05-03
11297,PROF272,CUR4258,2020-03-03
11298,PROF974,CUR9323,2022-05-22
11299,PROF956,CUR9056,2022-01-12
11300,PROF943,CUR9686,2020-04-02
11301,PROF788,CUR7633,2020-02-25
11302,PROF461,CUR3227,2020-11-15
11303,PROF656,CUR5434,2021-10-20
11304,PROF585,CUR3700,2022-09-15
11305,PROF913,CUR8564,2022-11-03
11306,PROF264,CUR1140,2021-11-18
11307,PROF258,CUR6478,2020-09-06
11308,PROF387,CUR9630,2021-03-13
11309,PROF610,CUR1561,2020-06-13
11310,PROF156,CUR1780,2021-12-03
11311,PROF660,CUR4780,2022-03-13
11312,PROF647,CUR7656,2022-02-11
11313,PROF937,CUR2859,2023-09-03
11314,PROF966,CUR7406,2021-01-06
11315,PROF113,CUR8710,2020-11-28
11316,PROF703,CUR1160,2023-06-21
11317,PROF548,CUR8652,2021-11-29
11318,PROF376,CUR5324,2020-08-02
11319,PROF973,CUR2626,2020-10-27
11320,PROF403,CUR4148,2020-04-28
