codigo,nombre,horario,ciclo,created_at
CUR09853,Biologa,Lun 18:00-20:00,2023-2,2025-05-12 02:33:41
CUR09854,Historia,Lun 18:00-20:00,2024-2,2025-05-12 02:33:41
CUR09855,Biologa,Sab 08:00-11:00,2023-2,2025-05-12 02:33:41
CUR09856,Matemticas,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:41
CUR09857,Literatura,Vie 14:00-16:00,2022-2,2025-05-12 02:33:41
CUR09858,Matemticas,Lun 18:00-20:00,2023-2,2025-05-12 02:33:41
CUR09859,Fsica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:41
CUR09860,Fsica,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:41
CUR09861,Qumica,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:41
CUR09862,Informtica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:41
CUR09863,Informtica,Sab 08:00-11:00,2023-2,2025-05-12 02:33:41
CUR09864,Historia,Lun 18:00-20:00,2023-1,2025-05-12 02:33:41
CUR09865,Fsica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:41
CUR09866,Biologa,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:41
CUR09867,Qumica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:41
CUR09868,Fsica,Sab 08:00-11:00,2022-2,2025-05-12 02:33:41
CUR09869,Biologa,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:41
CUR09870,Literatura,Lun 18:00-20:00,2023-1,2025-05-12 02:33:41
CUR09871,Historia,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:41
CUR09872,Fsica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:41
CUR09873,Historia,Sab 08:00-11:00,2022-1,2025-05-12 02:33:41
CUR09874,Biologa,Vie 14:00-16:00,2023-1,2025-05-12 02:33:41
CUR09875,Matemticas,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:41
CUR09876,Matemticas,Vie 14:00-16:00,2022-1,2025-05-12 02:33:42
CUR09877,Fsica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:42
CUR09878,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:42
CUR09879,Historia,Vie 14:00-16:00,2022-1,2025-05-12 02:33:42
CUR09880,Filosofa,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR09881,Fsica,Lun 18:00-20:00,2024-2,2025-05-12 02:33:42
CUR09882,Qumica,Vie 14:00-16:00,2024-1,2025-05-12 02:33:42
CUR09883,Matemticas,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:42
CUR09884,Qumica,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:42
CUR09885,Historia,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR09886,Informtica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:42
CUR09887,Qumica,Sab 08:00-11:00,2023-2,2025-05-12 02:33:42
CUR09888,Literatura,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:42
CUR09889,Qumica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR09890,Fsica,Lun 18:00-20:00,2023-2,2025-05-12 02:33:42
CUR09891,Matemticas,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR09892,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR09893,Qumica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR09894,Qumica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:42
CUR09895,Fsica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR09896,Filosofa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:42
CUR09897,Fsica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR09898,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:42
CUR09899,Filosofa,Lun 18:00-20:00,2024-1,2025-05-12 02:33:42
CUR09900,Filosofa,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR09901,Matemticas,Sab 08:00-11:00,2022-1,2025-05-12 02:33:42
CUR09902,Fsica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:42
CUR09903,Informtica,Lun 18:00-20:00,2024-2,2025-05-12 02:33:42
CUR09904,Literatura,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:42
CUR09905,Informtica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR09906,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR09907,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR09908,Historia,Sab 08:00-11:00,2024-2,2025-05-12 02:33:42
CUR09909,Biologa,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:42
CUR09910,Fsica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:42
CUR09911,Historia,Lun 18:00-20:00,2023-2,2025-05-12 02:33:42
CUR09912,Literatura,Vie 14:00-16:00,2022-1,2025-05-12 02:33:42
CUR09913,Literatura,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR09914,Historia,Vie 14:00-16:00,2022-2,2025-05-12 02:33:42
CUR09915,Literatura,Vie 14:00-16:00,2024-1,2025-05-12 02:33:42
CUR09916,Qumica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR09917,Qumica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR09918,Fsica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:42
CUR09919,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:42
CUR09920,Biologa,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:42
CUR09921,Fsica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR09922,Informtica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:42
CUR09923,Qumica,Vie 14:00-16:00,2024-1,2025-05-12 02:33:42
CUR09924,Matemticas,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:42
CUR09925,Biologa,Vie 14:00-16:00,2023-2,2025-05-12 02:33:42
CUR09926,Qumica,Vie 14:00-16:00,2024-1,2025-05-12 02:33:42
CUR09927,Literatura,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:42
CUR09928,Informtica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR09929,Biologa,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR09930,Matemticas,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR09931,Matemticas,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR09932,Informtica,Lun 18:00-20:00,2022-1,2025-05-12 02:33:42
CUR09933,Fsica,Lun 18:00-20:00,2024-1,2025-05-12 02:33:42
CUR09934,Biologa,Sab 08:00-11:00,2024-1,2025-05-12 02:33:42
CUR09935,Historia,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR09936,Filosofa,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:42
CUR09937,Filosofa,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:42
CUR09938,Literatura,Sab 08:00-11:00,2022-1,2025-05-12 02:33:42
CUR09939,Fsica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:42
CUR09940,Filosofa,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:42
CUR09941,Historia,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:42
CUR09942,Informtica,Sab 08:00-11:00,2024-2,2025-05-12 02:33:42
CUR09943,Filosofa,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:42
CUR09944,Historia,Lun 18:00-20:00,2024-1,2025-05-12 02:33:42
CUR09945,Informtica,Vie 14:00-16:00,2022-2,2025-05-12 02:33:42
CUR09946,Fsica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:42
CUR09947,Qumica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR09948,Qumica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:42
CUR09949,Qumica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR09950,Historia,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR09951,Biologa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR09952,Historia,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:42
CUR09953,Historia,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR09954,Biologa,Sab 08:00-11:00,2024-2,2025-05-12 02:33:42
CUR09955,Fsica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR09956,Filosofa,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR09957,Fsica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:42
CUR09958,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR09959,Matemticas,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR09960,Fsica,Lun 18:00-20:00,2024-2,2025-05-12 02:33:42
CUR09961,Biologa,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:42
CUR09962,Qumica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR09963,Fsica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:42
CUR09964,Qumica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:42
CUR09965,Matemticas,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:42
CUR09966,Matemticas,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:42
CUR09967,Literatura,Lun 18:00-20:00,2023-1,2025-05-12 02:33:42
CUR09968,Fsica,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:42
CUR09969,Biologa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR09970,Biologa,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:42
CUR09971,Informtica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR09972,Literatura,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR09973,Literatura,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:42
CUR09974,Matemticas,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:42
CUR09975,Qumica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR09976,Informtica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:42
CUR09977,Informtica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:42
CUR09978,Literatura,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:42
CUR09979,Fsica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:42
CUR09980,Filosofa,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:42
CUR09981,Historia,Vie 14:00-16:00,2022-1,2025-05-12 02:33:42
CUR09982,Informtica,Lun 18:00-20:00,2023-2,2025-05-12 02:33:42
CUR09983,Informtica,Sab 08:00-11:00,2024-2,2025-05-12 02:33:42
CUR09984,Fsica,Sab 08:00-11:00,2023-2,2025-05-12 02:33:42
CUR09985,Informtica,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:42
CUR09986,Historia,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR09987,Matemticas,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR09988,Fsica,Vie 14:00-16:00,2023-2,2025-05-12 02:33:42
CUR09989,Qumica,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:42
CUR09990,Qumica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:42
CUR09991,Fsica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:42
CUR09992,Filosofa,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:42
CUR09993,Filosofa,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:42
CUR09994,Biologa,Lun 18:00-20:00,2023-1,2025-05-12 02:33:42
CUR09995,Informtica,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:42
CUR09996,Informtica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:42
CUR09997,Fsica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR09998,Filosofa,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:42
CUR09999,Matemticas,Vie 14:00-16:00,2023-2,2025-05-12 02:33:42
CUR10000,Matemticas,Vie 14:00-16:00,2022-2,2025-05-12 02:33:42
CUR10001,Literatura,Lun 18:00-20:00,2024-1,2025-05-12 02:33:42
CUR10002,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:42
CUR10003,Historia,Lun 18:00-20:00,2023-1,2025-05-12 02:33:42
CUR10004,Biologa,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR10005,Qumica,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:42
CUR10006,Matemticas,Lun 18:00-20:00,2023-2,2025-05-12 02:33:42
CUR10007,Filosofa,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:42
CUR10008,Qumica,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:42
CUR10009,Informtica,Sab 08:00-11:00,2024-1,2025-05-12 02:33:42
CUR10010,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR10011,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR10012,Historia,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR10013,Fsica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:42
CUR10014,Biologa,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR10015,Filosofa,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:42
CUR10016,Filosofa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR10017,Fsica,Sab 08:00-11:00,2024-1,2025-05-12 02:33:42
CUR10018,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR10019,Qumica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR10020,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:42
CUR10021,Literatura,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:42
CUR10022,Fsica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR10023,Fsica,Lun 18:00-20:00,2024-1,2025-05-12 02:33:42
CUR10024,Qumica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR10025,Informtica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR10026,Literatura,Sab 08:00-11:00,2023-1,2025-05-12 02:33:42
CUR10027,Qumica,Vie 14:00-16:00,2023-2,2025-05-12 02:33:42
CUR10028,Filosofa,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:42
CUR10029,Matemticas,Sab 08:00-11:00,2023-1,2025-05-12 02:33:42
CUR10030,Filosofa,Vie 14:00-16:00,2023-1,2025-05-12 02:33:42
CUR10031,Filosofa,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:42
CUR10032,Informtica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:42
CUR10033,Literatura,Lun 18:00-20:00,2023-2,2025-05-12 02:33:42
CUR10034,Literatura,Vie 14:00-16:00,2022-1,2025-05-12 02:33:42
CUR10035,Informtica,Vie 14:00-16:00,2022-2,2025-05-12 02:33:42
CUR10036,Filosofa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR10037,Matemticas,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:42
CUR10038,Filosofa,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:42
CUR10039,Filosofa,Sab 08:00-11:00,2023-2,2025-05-12 02:33:42
CUR10040,Filosofa,Sab 08:00-11:00,2024-1,2025-05-12 02:33:42
CUR10041,Matemticas,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR10042,Matemticas,Sab 08:00-11:00,2023-1,2025-05-12 02:33:42
CUR10043,Qumica,Vie 14:00-16:00,2022-2,2025-05-12 02:33:42
CUR10044,Qumica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR10045,Qumica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR10046,Filosofa,Lun 18:00-20:00,2024-1,2025-05-12 02:33:42
CUR10047,Historia,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:42
CUR10048,Matemticas,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR10049,Historia,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR10050,Qumica,Vie 14:00-16:00,2022-2,2025-05-12 02:33:42
CUR10051,Fsica,Vie 14:00-16:00,2022-1,2025-05-12 02:33:42
CUR10052,Literatura,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR10053,Filosofa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR10054,Qumica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR10055,Matemticas,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR10056,Biologa,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:42
CUR10057,Literatura,Lun 18:00-20:00,2024-2,2025-05-12 02:33:42
CUR10058,Informtica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:42
CUR10059,Biologa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:42
CUR10060,Matemticas,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:42
CUR10061,Qumica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:42
CUR10062,Filosofa,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:42
CUR10063,Literatura,Sab 08:00-11:00,2023-1,2025-05-12 02:33:42
CUR10064,Informtica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:42
CUR10065,Informtica,Sab 08:00-11:00,2023-1,2025-05-12 02:33:42
CUR10066,Biologa,Sab 08:00-11:00,2024-2,2025-05-12 02:33:42
CUR10067,Biologa,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:42
CUR10068,Filosofa,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:42
CUR10069,Informtica,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:42
CUR10070,Matemticas,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:42
CUR10071,Filosofa,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:42
CUR10072,Qumica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:42
CUR10073,Historia,Sab 08:00-11:00,2024-2,2025-05-12 02:33:42
CUR10074,Fsica,Sab 08:00-11:00,2023-1,2025-05-12 02:33:42
CUR10075,Filosofa,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:42
CUR10076,Filosofa,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:42
CUR10077,Filosofa,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:42
CUR10078,Fsica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:42
CUR10079,Qumica,Lun 18:00-20:00,2022-1,2025-05-12 02:33:42
CUR10080,Fsica,Sab 08:00-11:00,2022-2,2025-05-12 02:33:42
CUR10081,Qumica,Lun 18:00-20:00,2024-1,2025-05-12 02:33:42
CUR10082,Qumica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:42
CUR10083,Qumica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:42
CUR10084,Qumica,Sab 08:00-11:00,2022-2,2025-05-12 02:33:42
CUR10085,Literatura,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:43
CUR10086,Qumica,Sab 08:00-11:00,2023-2,2025-05-12 02:33:43
CUR10087,Biologa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:43
CUR10088,Qumica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:43
CUR10089,Literatura,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:43
CUR10090,Fsica,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:43
CUR10091,Literatura,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:43
CUR10092,Literatura,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:43
CUR10093,Biologa,Vie 14:00-16:00,2022-2,2025-05-12 02:33:43
CUR10094,Qumica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:43
CUR10095,Historia,Sab 08:00-11:00,2023-1,2025-05-12 02:33:43
CUR10096,Historia,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:43
CUR10097,Matemticas,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:43
CUR10098,Literatura,Vie 14:00-16:00,2024-1,2025-05-12 02:33:43
CUR10099,Biologa,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:43
CUR10100,Filosofa,Lun 18:00-20:00,2023-1,2025-05-12 02:33:43
CUR10101,Fsica,Lun 18:00-20:00,2024-2,2025-05-12 02:33:43
CUR10102,Qumica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:43
CUR10103,Fsica,Lun 18:00-20:00,2023-2,2025-05-12 02:33:43
CUR10104,Filosofa,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:43
CUR10105,Informtica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:43
CUR10106,Historia,Lun 18:00-20:00,2022-2,2025-05-12 02:33:43
CUR10107,Informtica,Vie 14:00-16:00,2022-2,2025-05-12 02:33:43
CUR10108,Filosofa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:43
CUR10109,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:43
CUR10110,Biologa,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:43
CUR10111,Fsica,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:43
CUR10112,Qumica,Lun 18:00-20:00,2024-2,2025-05-12 02:33:43
CUR10113,Historia,Sab 08:00-11:00,2024-1,2025-05-12 02:33:43
CUR10114,Qumica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:43
CUR10115,Informtica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:43
CUR10116,Literatura,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:43
CUR10117,Informtica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:43
CUR10118,Historia,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:43
CUR10119,Qumica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:43
CUR10120,Matemticas,Vie 14:00-16:00,2024-1,2025-05-12 02:33:43
CUR10121,Filosofa,Lun 18:00-20:00,2024-2,2025-05-12 02:33:43
CUR10122,Fsica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:43
CUR10123,Filosofa,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:43
CUR10124,Literatura,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:43
CUR10125,Historia,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:43
CUR10126,Historia,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:43
CUR10127,Filosofa,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:43
CUR10128,Historia,Sab 08:00-11:00,2024-2,2025-05-12 02:33:43
CUR10129,Filosofa,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:43
CUR10130,Literatura,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:43
CUR10131,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:43
CUR10132,Biologa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:43
CUR10133,Historia,Vie 14:00-16:00,2024-2,2025-05-12 02:33:43
CUR10134,Matemticas,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:43
CUR10135,Filosofa,Lun 18:00-20:00,2022-1,2025-05-12 02:33:43
CUR10136,Filosofa,Lun 18:00-20:00,2024-2,2025-05-12 02:33:43
CUR10137,Historia,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:43
CUR10138,Filosofa,Vie 14:00-16:00,2024-2,2025-05-12 02:33:43
CUR10139,Qumica,Sab 08:00-11:00,2023-2,2025-05-12 02:33:43
CUR10140,Matemticas,Vie 14:00-16:00,2024-1,2025-05-12 02:33:43
CUR10141,Informtica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:43
CUR10142,Qumica,Vie 14:00-16:00,2023-1,2025-05-12 02:33:43
CUR10143,Qumica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:43
CUR10144,Historia,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:43
CUR10145,Biologa,Lun 18:00-20:00,2024-2,2025-05-12 02:33:43
CUR10146,Literatura,Vie 14:00-16:00,2023-1,2025-05-12 02:33:43
CUR10147,Historia,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:43
CUR10148,Qumica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:43
CUR10149,Historia,Sab 08:00-11:00,2022-2,2025-05-12 02:33:43
CUR10150,Historia,Lun 18:00-20:00,2024-2,2025-05-12 02:33:43
CUR10151,Historia,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:43
CUR10152,Qumica,Sab 08:00-11:00,2024-2,2025-05-12 02:33:43
CUR10153,Literatura,Lun 18:00-20:00,2022-2,2025-05-12 02:33:43
CUR10154,Historia,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:43
CUR10155,Fsica,Vie 14:00-16:00,2023-1,2025-05-12 02:33:43
CUR10156,Qumica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:43
CUR10157,Filosofa,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:43
CUR10158,Informtica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:43
CUR10159,Historia,Lun 18:00-20:00,2023-1,2025-05-12 02:33:43
CUR10160,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:43
CUR10161,Filosofa,Sab 08:00-11:00,2023-2,2025-05-12 02:33:43
CUR10162,Historia,Vie 14:00-16:00,2022-2,2025-05-12 02:33:43
CUR10163,Historia,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:43
CUR10164,Literatura,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:43
CUR10165,Historia,Vie 14:00-16:00,2024-2,2025-05-12 02:33:43
CUR10166,Matemticas,Vie 14:00-16:00,2022-1,2025-05-12 02:33:43
CUR10167,Biologa,Sab 08:00-11:00,2022-1,2025-05-12 02:33:43
CUR10168,Literatura,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:43
CUR10169,Qumica,Vie 14:00-16:00,2024-1,2025-05-12 02:33:43
CUR10170,Filosofa,Lun 18:00-20:00,2022-2,2025-05-12 02:33:43
CUR10171,Qumica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:43
CUR10172,Filosofa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:43
CUR10173,Biologa,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:43
CUR10174,Matemticas,Vie 14:00-16:00,2024-2,2025-05-12 02:33:43
